CADDID,PlaceID,FacilityName,Latitude,Longitude,StreetAddress,City,County,ZipCode,RegionalWaterBoard
10233,220915,Golden Star Dairy LLC #2,36.3796,-119.7457,6398 16th Avenue,Hanford,Kings,93230,5F
10234,220916,"Dutra Farms, Inc.",37.7372,-121.2402,5496 West Ripon Road,Manteca,San Joaquin,95337,5S
10235,220949,Mountain View Dairy,33.9903,-117.5848,10084 Eucalyptus Avenue,Ontario,San Bernardino,91762,8
10236,220951,Dykstra Dairy,36.1044,-119.4167,6801 Avenue 176,Tulare,Tulare,93274,5F
10237,220971,Dyt Dairy #2,33.9776,-117.5866,6051 Harrison,Corona,Riverside,91720,8
10238,220972,Dyt Heifers,33.978,-117.5852,6106 Harrison,Corona,Riverside,92880,8
11669,221121,DE GROOT DAIRY #1,36.2072,-119.1915,17408 AVENUE 232,Lindsay,Tulare,93247,5F
10239,221364,Diamond H Dairy,37.016,-120.3728,9564 Avenue 18 1/2,Chowchilla,Madera,93610,5F
10240,221380,Dick Vanderham Dairy,36.064,-119.2885,12565 Avenue 152,Tipton,Tulare,93272,5F
11774,221703,Mill Oak Farms,36.2397,-119.2974,2677 N Oakmore Rd,Tulare,Tulare,93274,5F
10241,221708,Phoenix Dairy,36.319,-119.486,10736 1 1/2 Avenue,Hanford,Kings,93230,5F
10242,221709,Double Cross #3,37.4499,-120.8211,11090 Youngstown Road,Turlock,Merced,95380,5S
10243,221728,Turner Dairy,38.1458,-121.4003,18035 North Jacob Brack Road,Lodi,San Joaquin,95242,5S
10244,222196,ED Brower Dairy,36.2412,-119.1643,18514 Avenue 248,Exeter,Tulare,93221,5F
11721,222199,Orland Livestock Commission Yard,39.7008,-122.1979,3877 County Road 99W,Orland,Glenn,95963,5S
10245,222202,Paulo Bros Dairy,36.2807,-119.6182,13213 9th Avenue,Hanford,Kings,93230,5F
10246,222203,Pinheiro Dairy,39.7838,-122.206,6368 County Rd 7,Orland,Glenn,95963,5S
10247,222207,ED SOUZA & SON DAIRY,36.2331,-119.2305,15390 Avenue 244,Tulare,Tulare,93274,5F
10248,222210,Chino Valley Dairy #2,33.8258,-117.0241,36580 Ramona Expressway,San Jacinto,Riverside,92582,8
10249,222320,Edward Nunes Dairy,37.8417,-121.0985,17399 East Avena Road,Escalon,San Joaquin,95320,5S
10250,222322,Valadao Dairy,36.2215,-119.6278,17293 9 1/2 Avenue,Hanford,Kings,93230,5F
10251,222334,Edwin H Smith & Sons Dairy,37.5384,-120.816,4836 North Quincy Road,Denair,Stanislaus,95316,5S
10252,222457,El Monte Dairy,36.084,-119.3395,10410 Avenue 160,Tipton,Tulare,93272,5F
11858,222503,El Toro Land Cattle,32.7233,-115.523,96 East Fawcett Road,Heber,Imperial,92249,7
10253,222622,Elkhorn Dairy,36.4634,-119.3451,10400 Avenue 368,Visalia,Tulare,93291,5F
10254,222672,Mark Vieira Dairy,37.28,-120.6164,203 Applegate Road,Atwater,Merced,95301,5S
10255,222897,Black Diamond Dairy,36.4647,-119.8262,18607 South Fruit Avenue,Riverdale,Fresno,93656,5F
10256,222953,Dr Dairy,36.9888,-120.3848,16554 Road 9,Chowchilla,Madera,93610,5F
10257,223058,Evaristo Vaz Dairy,37.0284,-120.8888,21876 West Sunset Avenue,Los Banos,Merced,93635,5S
10258,223384,Henry Brower Dairy,36.2189,-119.1715,23620 Road 180,Lindsay,Tulare,93247,5F
10259,223742,Endeavor Gold Dairy,36.1803,-119.5111,21573 Road 28,Tulare,Tulare,93721,5F
10260,223841,F & J Farms #4,36.2976,-119.3906,7908 Avenue 280,Visalia,Tulare,93277,5F
11776,223968,F & F Heifers,36.2601,-119.3335,25897 Road 108,Tulare,Tulare,93274,5F
10261,223993,Rivas Dairy,36.9821,-120.5294,41198 West Valeria Avenue,Dos Palos,Fresno,93620,5F
10262,224037,Fagundes Agribusiness Dairy,36.3635,-119.61,7546 8 1/2 Avenue,Hanford,Kings,93230,5F
10263,224038,Fagundes Bros. Dairy #2,37.4988,-120.4985,14328 Cox Ferry Road,Snelling,Merced,95369,5S
10264,224171,Faria Dairy Inc #3,37.8612,-121.0544,11495 South Van Allen Road,Escalon,San Joaquin,95320,5S
10265,224218,Faust Family Dairy,37.1201,-120.3641,10001 Avenue 25 1/2,Chowchilla,Merced,93610,5S
10266,224219,Gomes Dairy,37.4281,-120.9054,9735 Washington Road,Hilmar,Merced,95324,5S
10267,224315,Felicita Dairy,36.1441,-119.5299,22154 Road 20,Tulare,Kings,93274,5F
10268,224316,former GRACELAND DAIRY,36.1207,-119.3168,18150 Road 112,Tulare,Tulare,93274,5F
10269,224342,Vitor Borba #2 Dairy,36.2319,-119.6553,16452 11th Avenue,Hanford,Kings,93230,5F
10270,224351,Fernjo Dairy #1,36.2072,-119.2436,23135 Road 148,Tulare,Tulare,93274,5F
10271,224360,Albert Goyenetche Dairy #2,33.8397,-117.1083,32100 Ramona Expressway,Lakeview,Riverside,92567,8
10272,224361,Anchordoguy Facility,40.1339,-122.1966,11953 Tyler Road,Red Bluff,Tehama,96080,5S
10273,224362,Ferreira Heifer Ranch,34.0121,-117.6343,7823 Chino Avenue,Ontario,San Bernardino,91761,8
10274,224531,Fiscalini Farms,37.7095,-121.1324,4848 Jackson Road,Modesto,Stanislaus,95358,5S
10275,224578,"Flatland Farms, LLC",36.3504,-119.7266,8431 15th Avenue,Hanford,Kings,93230,5F
10276,224580,Five Star Dairy,36.0661,-119.2465,14552 Avenue 152,Tipton,Tulare,93272,5F
10277,224595,Flamingo-Weststeyn,33.9443,-117.6086,14970 Chandler Avenue,Eastvale,Riverside,92880,8
10278,224629,Fletcher Dairy,36.1505,-119.2883,12671 Ave 200,Tulare,Tulare,93274,5F
10279,224683,Kampen Ranches Dairy,36.401,-119.3325,33689 Road 108,Visalia,Tulare,93291,5F
10280,224701,FM Ranch Dairy #1,36.0937,-119.327,16777 South I Drive,Tulare,Tulare,93274,5F
11667,224722,CHARLES VANDER KOOI DAIRY,36.4853,-120.0463,13695 ELKHORN AVENUE,RIVERDALE,Fresno,93656,5F
10281,224791,Top Line Dairy #1,36.2059,-119.6917,18386 13th Ave,Hanford,Kings,93230,5F
10282,225111,Foster Dairy Farms #2,37.6094,-120.7371,1530 Hall Road,Hickman,Stanislaus,95323,5S
10283,225112,Foster Dairy Farms #3,37.6029,-120.7557,1825 Hickman Road,Hickman,Stanislaus,95323,5S
10284,225113,Foster Dairy Farms #4,37.5583,-120.7463,5372 South Hickman Road,Denair,Stanislaus,95361,5S
10285,225114,Foster Dairy Farms #5,37.5749,-120.7554,4312 South Hickman Road,Denair,Stanislaus,95316,5S
10286,225115,Foster Dairy Farms #6,37.5218,-120.7778,6321 East Monte Vista Avenue,Denair,Stanislaus,95316,5S
11890,225117,Foster Farms #1,37.6252,-120.7291,14255 Lake Road,Hickman,Stanislaus,95323,5S
11867,225127,Foster Feed Yard,32.9021,-115.4234,3403  Casey Road,Brawley,Imperial,92227,7
11884,225128,"Foster Feed Yard, Keystone",32.9185,-115.439,1350 East Keystone,Brawley,Imperial,92227,7
10287,225177,Four Star Dairy,36.196,-119.5318,18886 4th Avenue,Hanford,Kings,93230,5F
10288,225236,Dream Dairy Heifer Ranch,36.378,-119.6353,6505 10th Avenue,Hanford,Kings,93230,5F
10289,225238,Henry A Garcia Feedlot,36.2113,-119.3874,2946 West Tulare Avenue,Tulare,Tulare,93274,5F
10290,225242,Fragoso Dairy #2,37.8429,-121.0188,13437 Brennan Road,Escalon,San Joaquin,95320,5S
10291,225255,Correia Family Dairy,37.1224,-120.968,26475 West Fahey Road,Gustine,Merced,95322,5S
10292,225259,15th Avenue Feedlot,36.3202,-119.7272,10522 15th Avenue,Hanford,Kings,93230,5F
10293,225263,Frank J Borges Dairy,37.7285,-121.2054,8350 East Brady Rd,Manteca,San Joaquin,95337,5S
10294,225267,Arthur Leyendekker Dairy,36.4416,-119.3619,9001 Avenue 360,Visalia,Tulare,93291,5F
11717,225270,F & F Machado Farms,37.2925,-120.7569,15113 CA-140,Livingston,Merced,95334,5S
10295,225272,Former VIP Cattle,36.4292,-119.7621,21082 Cedar Street,Laton,Fresno,93242,5F
10296,225274,Frank N Rocha Dairy LP,37.8336,-121.0265,23125 East Lone Tree Road,Escalon,San Joaquin,95320,5S
10297,225277,Vitor Borba #1 Dairy/Franco & Sons Dairy,36.3713,-119.595,7721 Flint Avenue,Hanford,Kings,93230,5F
10298,225279,West Wing Dairy,36.171,-119.173,20997 Road 180,Strathmore,Tulare,93267,5F
10299,225291,Frank Souza Dairy - Euclid,33.9583,-117.6505,16185 Euclid Avenue,Chino,San Bernardino,91710,8
11682,225295,Da Silva Dairy Farms LP Dodds Heifer Ranch,37.8604,-121.0234,23335 Dodds Road,Escalon,San Joaquin,95320,5S
10300,225300,Zonneveld Dairies Complex,36.4599,-119.7705,1560 Cerini Avenue,Laton,Fresno,93242,5F
10301,225339,Frea Dairy LLC,36.6456,-119.8623,6205 South Brawley Avenue,Fresno,Fresno,93706,5F
10302,225342,Fred Rau Dairy,36.6025,-119.9832,10255 West Manning Avenue,Fresno,Fresno,93706,5F
10303,225346,Triangle S Dairy LLC,37.421,-120.5876,5600 West Palm Avenue,Winton,Merced,95388,5S
10304,225383,Golden Star Feedlot (Former Leonardo Bros Dairy #2),36.5468,-119.7015,13019 South Clovis Avenue,Selma,Fresno,93662,5F
10305,225474,Friesian Farms Dairy,36.1071,-119.4515,5593 Avenue 176,Tulare,Tulare,93274,5F
10306,225591,Furtado Farms Inc.,37.6093,-121.0565,3449 Paradise Road,Modesto,Stanislaus,95358,5S
10307,225623,Fagundes Dairy,37.0941,-120.3289,23548 Road 12,Chowchilla,Madera,93610,5F
10308,225736,Faria Farms Inc. Dairy,36.0426,-119.2689,13927 Road 136,Tipton,Tulare,93272,5F
10309,225993,Flint Dairy,36.3687,-119.5744,6511 Flint Avenue,Hanford,Kings,93230,5F
10310,226081,Fontes Dairy Farms-Dairy 2,36.44,-119.8949,20334 South Polk Avenue,Riverdale,Fresno,93656,5F
10311,226371,K & A Dairy,36.2121,-119.441,23343 Road 60,Tulare,Tulare,93274,5F
10312,226375,Frank S. Brown Co. Dairy,36.415,-119.8631,22045 South Valentine Avenue,Riverdale,Fresno,93656,5F
10313,226394,Fred Thommen Dairy,36.8369,-120.7612,53955 West Nees Avenue,Firebaugh,Fresno,93622,5F
10314,226533,Eden-Vale Dairy,36.3749,-119.8428,6370 21 1/2 Avenue,Lemoore,Kings,93245,5F
10315,226546,G-P Dairy,36.4441,-119.3791,8676 Avenue 360,Visalia,Tulare,93291,5F
10316,226592,SD Farms II,34.0097,-117.6474,7220 Chino Avenue,Ontario,San Bernardino,91761,8
10317,226601,Roest Family Dairy,37.6732,-121.1592,2472 Gates Road,Modesto,Stanislaus,95358,5S
10318,226662,Midnight Farms,36.3383,-119.809,9240 CA-41,Lemoore,Kings,93245,5F
10319,226698,Gamlake Dairy,38.1721,-122.5108,7149 Lakeville Hwy.,Petaluma,Sonoma,94954,2
10320,226722,Garcia & Sons Dairy,36.2487,-119.762,15405 17th Avenue,Lemoore,Kings,93245,5F
10321,226723,Joe R. Garcia Dairy,36.4337,-119.7807,20677 East Street,Laton,Fresno,93242,5F
10322,226724,Fargo Dairy,36.3569,-119.5749,6571 Fargo Avenue,Hanford,Kings,93274,5F
10323,226776,G H Dairy #4b,33.9976,-117.6361,7721 Edison Avenue,Ontario,San Bernardino,91762,8
10324,226790,Gary Nicholson Dairy,40.902,-124.1064,2126 Mad River Road,Arcata,Humboldt,95521,1
10325,226805,Gastellubery Heifer Ranch,34.0149,-117.6416,13144 South Campus Avenue,Ontario,San Bernardino,91761,8
10326,226858,Drakes View Dairy LLC,37.9993,-122.9943,26450 Sir Francis Drake,Inverness,Marin,94937,2
10327,226905,Double G Dairy,37.6598,-121.1143,6555 Blue Gum Road,Modesto,Stanislaus,95358,5S
10328,227023,J & B Dairy,37.7936,-120.841,8673 Rodden Road,Oakdale,Stanislaus,95361,5S
10329,227025,Bellanave Ranch LLC,35.2478,-119.1572,14461 Taft Highway,Bakersfield,Kern,93311,5F
10330,227029,George Grossi & Son Dairy,38.1175,-122.6514,3550 Novato Blvd.,Novato,Marin,94947,2
10331,227076,Gerben Leyendekker Dairy,36.4423,-119.3819,8200 Avenue 360,Visalia,Tulare,93291,5F
10332,227121,F & D Giacomazzi Farms,36.3348,-119.565,9624 6th Avenue,Hanford,Kings,93230,5F
10333,227158,Gilbert Teixeira Dairy,37.5458,-120.8814,5601 Mountain View Road,Turlock,Stanislaus,95382,5S
11684,227160,Da Silva Dairy Farms LLC Heifer Ranch,37.8547,-121.0384,22269 E Mariposa,Escalon,San Joaquin,95320,5S
10334,227211,GJ Silva,37.4654,-120.9353,3107 South Prairie Flower Road,Turlock,Stanislaus,95380,5S
10335,227391,Del-Arco Dairy,36.0093,-119.4672,4738 Avenue 120,Corcoran,Tulare,93212,5F
10336,227413,L & J Heifer Ranch (Closed),36.4238,-119.9057,21505 South Hayes Avenue,Riverdale,Fresno,93656,5F
10337,227497,Sutter Land LLC,36.5081,-119.8543,15669 South Valentine Avenue,Caruthers,Fresno,93609,5F
11766,227524,"Western Milling LLC, dba Goshen West Ranch",36.3574,-119.4439,31231 Rd 60,Visalia,Tulare,93291,5F
10338,227597,Double D Dairy #2,37.518,-120.9286,3636 East Monte Vista Road,Ceres,Stanislaus,95307,5S
10339,227651,T5 Farm,34.0005,-117.6194,13948 Walker Avenue,Ontario,San Bernardino,91762,8
10340,227673,Goyenetche Dairy,35.4148,-119.3789,6041 Brandt Road,Buttonwillow,Kern,93206,5F
10341,227860,Green Acres Dairy/El Dorado Dairy #1,34.01185801,-117.6434264,7322 Chino Avenue,Ontario,San Bernardino,91761,8
11868,227866,Green Road,32.9594,-115.3233,4204  Green Road,Brawley,Imperial,92227,7
10342,227873,Green Valley Dairy,36.6957,-120.0611,2685 South Madera Avenue,Kerman,Fresno,93630,5F
10343,227885,"Seifert Dairy II, LP",38.2314,-121.2176,8220 East Liberty Road,Galt,San Joaquin,95632,5S
10344,227993,Griffioen Dairy LP,36.4582,-119.398,7901 Avenue 368,Dinuba,Tulare,93618,5F
10345,228144,Vander Meulen Dairy,37.8416,-121.0548,20250 East Avena Road,Escalon,San Joaquin,95320,5S
10346,228577,Frank Gwerder Dairy,37.6276,-121.1221,1007 South Hart Road,Modesto,Stanislaus,95351,5S
10347,228775,George Tevelde Dairy,37.8588,-120.968,27815 East Dodds Road,Escalon,San Joaquin,95320,5S
10348,229007,Golden West Dairy,36.4269,-119.3042,12031 Avenue 352,Visalia,Tulare,93291,5F
10349,229380,Gorzeman Cattle (Dairy),36.039,-119.4087,13804 Road 72,Tipton,Tulare,93272,5F
10350,229392,Hynes Dairy,36.2492,-119.4005,4497 North Colpien Road,Tulare,Tulare,93274,5F
10351,229393,Gordon Dairy #3,33.9949,-117.6356,14213 Bon View Avenue,Ontario,San Bernardino,91762,8
10352,229400,Blue Moon Farms,36.0289,-119.3987,13213 Road 80,Tipton,Tulare,93272,5F
10353,229449,H & P Dairy,35.2073,-118.9383,5021 East Bear Mountain Boulevard,Bakersfield,Kern,93307,5F
10354,229450,GH Dairy 3,33.9905,-117.6162,8643 Eucalyptus Avenue,Ontario,San Bernardino,91762,8
10355,229503,GH Dairy #1,33.9904,-117.6183,8541 Eucalyptus Avenue,Ontario,San Bernardino,91762,8
10356,229610,Chino Valley Heifer Ranch,34.0016,-117.6376,13752 Bon View Avenue,Ontario,San Bernardino,91762,8
10357,229612,Hansen & Sons Dairy,37.038,-120.3044,13348 Avenue 20,Chowchilla,Madera,93610,5F
10358,229616,Amos Brothers Dairy,38.4491,-122.8013,3420 Guerneville Road,Santa Rosa,Sonoma,95401,1
10359,229683,Ontario Ranch Holsteins #1,33.9842,-117.6279,14848 Grove Avenue,Ontario,San Bernardino,91762,8
10360,229712,Harold Dragt & Sons Dairy #2,36.3362,-119.4927,9455 Second Avenue,Hanford,Kings,93230,5F
11794,229741,Harris Ranch Feeding Company,36.3059,-120.2582,29475 Fresno Coalinga Road,Coalinga,Fresno,93210,5F
10361,229761,J & D Star Dairy 1,33.9832,-117.6237,8315 Merrill Avenue,Chino,San Bernardino,91710,8
10362,229891,Los Robles Dairy,36.1037,-119.0909,17393 Road 216,Porterville,Tulare,93257,5F
10363,229987,Sunnyvale Dairy,36.1531,-119.5171,2608 Avenue 199,Tulare,Tulare,93274,5F
10364,229993,Hein Hettinga/A & H Dairy 1&2,34.6023,-117.5933,3400 El Mirage Road,El Mirage,San Bernardino,92301,6V
10365,230003,former DREAM DAIRY (closed),36.6927,-119.8627,4050 West North Avenue,Fresno,Fresno,93706,5F
10366,230054,Hendrix Dairy,37.5517,-121.0465,2901 West Keyes Road,Modesto,Stanislaus,95358,5S
10367,230065,Joe Henriques Dairy,37.6381,-121.1466,8255 Maze Boulevard,Modesto,Stanislaus,95358,5S
10368,230068,P & G Wassenaar Dairy,34.0169,-117.6152,13051 Baker,Ontario,San Bernardino,91761,8
10369,230074,Bosch Dairy #2,34.0047,-117.6068,9029 Schaefer Avenue,Ontario,San Bernardino,91761,8
10370,230075,Henry A. Garcia Dairy,36.1523,-119.2933,12521 Avenue 200,Tulare,Tulare,93274,5F
10371,230078,East View Dairy,36.4288,-119.3396,10485 Avenue 352,Visalia,Tulare,93291,5F
10372,230082,Henry Veenendaal Dairy,36.2993,-119.5261,3678 Houston Avenue,Hanford,Kings,93230,5F
10373,230112,HD Ranch,38.4184,-121.738,7815 Midway Road,Dixon,Solano,95620,5S
10374,230113,Heritage Dairy,36.1378,-119.2199,15651 Avenue 192 Avenue,Tulare,Tulare,93274,5F
10375,230143,Herman De Jong Dairy,33.6285,-117.2949,31910 Corydon Road,Wildomar,Riverside,92595,8
11718,230169,PB Heifer Ranch,37.7,-121.1609,4355 N. Gates Rd.,Modesto,Stanislaus,95358,5S
10376,230191,Hettinga Dairy - Eucalyptus 2,33.99,-117.6035,9279 Eucalyptus Avenue,Ontario,San Bernardino,91762,8
10377,230192,Hettinga Farms Dairy,36.0095,-119.2727,13400 Avenue 120,Pixley,Tulare,93256,5F
10378,230193,Hettinga Dairy - San Jacinto,33.8198,-117.0336,1701 N Warren Road,San Jacinto,Riverside,92582,8
11883,230194,Brawley Heifer Ranch,33.0161,-115.5614,5004  Brandt Road,Brawley,Imperial,92227,7
10379,230195,Hettinga Ranch,33.8556,-117.3906,15250 El Sobrante Road,Riverside,Riverside,92503,8
10380,230360,Highstreet Dairy,36.2249,-119.2264,15503 Avenue 240,Tulare,Tulare,93274,5F
10381,230391,Hillcrest Dairy,37.3146,-120.3065,1901 North Hayden Road,Le Grand,Merced,95322,5S
10382,230418,Hilltop Holsteins,37.8562,-120.9099,4900 East Dodds Road,Oakdale,Stanislaus,95361,5S
11799,230424,Hillview Cattle & Farms,36.6507,-120.0133,12250 West Lincoln Avenue,Fresno,Fresno,93706,5F
10383,230428,"Hilmar Holsteins, Inc.",37.3822,-120.8845,21859 Crane Avenue,Hilmar,Merced,95324,5S
11678,230438,Hinkley Dairy,34.9056,-117.1292,24333 Community Blvd,Hinkley,San Bernardino,92347,6B
10384,230493,Hoffman Dairy,36.1764,-119.2597,21346 Road 140,Tulare,Tulare,93274,5F
10385,230522,Holgersen Dairy,40.669,-124.1965,5231 Tompkins Hill Road,Loleta,Humboldt,95551,1
10386,230542,Hollandia Farms Dairy,36.2087,-119.5965,7905 Kansas Avenue,Hanford,Kings,93230,5F
10387,230544,Holland's Dairy,36.3423,-119.5217,3533 Grangeville Boulevard,Hanford,Kings,93230,5F
10388,230580,Holmes Brothers Dairy,37.8185,-121.032,16048 Sexton Road,Escalon,San Joaquin,95320,5S
11859,230587,Holtville Cattle Feed,32.8112,-115.4129,1440 East Zenos Road,Holtville,Imperial,92250,7
10389,230622,Chino Valley Heifer Ranch,33.9696,-117.594,6313 Archibald Street,Corona,Riverside,92880,8
10390,232006,William Hunger Ranches Dairy,36.9996,-120.5857,18146 Dixon Road,Dos Palos,Fresno,93620,5F
10391,232207,Iest Family Farms Dairy,36.9504,-120.2801,14576 Avenue 14,Madera,Madera,93637,5F
10392,232348,Larry Inderbitzen Farms,37.605,-121.1211,6930 Paradise Road,Modesto,Stanislaus,95358,5S
10393,232636,Iraizoz Dairy,36.6576,-119.3772,5265 South Crawford Avenue,Reedley,Fresno,93654,5F
10394,232639,Knevelbaard Dairy,36.2033,-119.2544,14229 Avenue 228,Tulare,Tulare,93274,5F
10395,232717,Manuel Teixeira Dairy,37.5647,-121.1575,8937 West Grayson Road,Modesto,Stanislaus,95358,5S
10396,233056,Tristar Dairy,36.1117,-119.2973,12212 Avenue 176,Tulare,Tulare,93274,5F
10397,233059,J & B Dairy,37.6857,-120.8514,3037 Albers Road,Modesto,Stanislaus,95357,5S
10398,233060,David Vander Schaaf Dairy,35.287,-118.9362,7524 South Fairfax Road,Bakersfield,Kern,93307,5F
10399,233072,P & D Dairy #2,33.9791,-117.6069,15133 Carpenter Avenue,Ontario,San Bernardino,91710,8
10400,233073,J & D Wilson & Sons Dairy,36.4314,-120.0081,11720 West Mt. Whitney Avenue,Riverdale,Fresno,93656,5F
10401,233077,Double Oak #2 Dairy,36.2425,-119.2965,3231 North Oakmore Street,Tulare,Tulare,93274,5F
10402,233078,Frank Mendonca Heifer Ranch,36.3576,-119.7998,19090 Fargo Avenue,Lemoore,Kings,93245,5F
10403,233079,J & F Martins Dairy,36.3628,-119.709,7622 14th Avenue,Hanford,Kings,93230,5F
10404,233101,Legacy Dairy,36.1587,-119.4933,20385 Road 36,Tulare,Tulare,93274,5F
10405,233121,J & R Dairy,35.2063,-119.0502,4403 Bear Mountain Boulevard,Bakersfield,Kern,93313,5F
10406,233123,Maya Dairy,35.4831,-119.4408,18451 Wildwood Road,Buttonwillow,Kern,93206,5F
10407,233125,FM Ranch #3,36.0753,-119.3158,1472 Highway 99,Tipton,Tulare,93272,5F
10408,233130,3 Machados Dairy,37.1858,-120.5488,3260 West Sandy Mush Road,Merced,Merced,95340,5S
10409,233131,Homestead Dairy,36.4293,-119.3399,10178 Ave 352,Visalia,Tulare,93291,5F
10410,233181,Double N Dairy II,36.3953,-119.7816,18104 Everett Avenue,Laton,Kings,93242,5F
10411,233193,J & B Dairy,34.0189,-117.6012,9309 Riverside Drive,Ontario,San Bernardino,91761,8
10412,233268,DeMelo Dairy,38.2665,-121.3177,10145 Pringle Avenue,Galt,Sacramento,95632,5S
10413,233271,Jaques & Silva Dairy,36.3276,-119.571,6269 Lacey Blvd,Hanford,Kings,93230,5F
10414,233274,JD Mello Dairy,36.3421,-119.7369,15609 Grangeville Boulevard,Hanford,Kings,93230,5F
10415,233279,Double M Dairy LLC,38.016,-122.9882,25680 Sir Francis Drake Blvd,Inverness,Marin,94937,2
10416,233290,J & F Martins Dairy #2,36.4236,-119.7903,381 East Wood Avenue,Laton,Fresno,93242,5F
10417,233299,Bill Idsinga Dairy,36.2984,-119.5398,4595 Houston Avenue,Hanford,Kings,93230,5F
10418,233302,Jai Alai Dairy,35.118,-118.8758,26101 South Edison Road,Arvin,Kern,93203,5F
10419,233320,Jack Dei Dairy,38.4119,-122.8247,831 High School Road,Sebastopol,Sonoma,95472,1
11865,233353,Jackson Feedlot,32.7306,-115.5774,495  West Heber Rd,El Centro,Imperial,92243,7
10420,233375,former John Jacobi Dairy,36.5303,-119.3339,10723 Avenue 408,Dinuba,Tulare,93618,5F
10421,233401,DG Farms,35.9622,-119.2277,15419 Avenue 96,Pixley,Tulare,93256,5F
10422,233402,Westwood Farms LLC (Dairy),36.2044,-119.4336,6194 Avenue 228,Tulare,Tulare,93274,5F
10423,233404,Fragoso Dairy #2,37.8309,-121.0161,14691 South Brennan Road,Escalon,San Joaquin,95320,5S
10424,233436,James Jongsma Dairy,35.9567,-119.2106,9229 Road 164,Pixley,Tulare,93256,5F
10425,233438,Caetano Dairy,36.4755,-119.5286,100 North 4th Avenue,Kingsburg,Kings,93631,5F
10426,233488,Back Road Dairy,36.1895,-119.5111,22081 Road 28,Tulare,Tulare,93274,5F
10427,233539,JDS Ranch Dairy,35.7558,-119.413,27333 Garces,Wasco,Kern,93280,5F
10428,233588,Jelle Van Der Hoek,37.6416,-121.1588,337 North Gates Road,Modesto,Stanislaus,95358,5S
10429,233613,Silva & Sons Dairy,36.4011,-119.6067,8331 Excelsior Avenue,Hanford,Kings,93230,5F
10430,233624,Jer-Z-Boyz Ranch #1,35.9932,-119.3265,11001 Ave 112,Pixley,Tulare,93256,5F
10431,233625,former Paesano Dairy,35.7277,-119.2589,11699 Stradley Avenue,Mcfarland,Kern,93250,5F
